node,xmin,xmax,ymin,ymax
0010101010,-82.6073,0,-827.144,-767.355
00101010100,-82.6073,-41.3036,-827.144,-767.355
001010101000,-82.6073,-41.3036,-827.144,-797.249
0010101010000,-82.6073,-61.9555,-827.144,-797.249
0010101010000x,-82.6073,-61.9555,-827.144,-797.249
0110110100011,-309.777,-289.126,518.109,548.004
0110110100011x,-309.777,-289.126,518.109,548.004
001011,-330.429,0,-587.988,-348.831
0010111,-165.215,0,-587.988,-348.831
00101111,-165.215,0,-468.41,-348.831
001011110,-165.215,-82.6073,-468.41,-348.831
0010111101,-165.215,-82.6073,-408.62,-348.831
00101111011,-123.911,-82.6073,-408.62,-348.831
001011110111,-123.911,-82.6073,-378.726,-348.831
0010111101111,-103.259,-82.6073,-378.726,-348.831
0010111101111x,-103.259,-82.6073,-378.726,-348.831
0110000,-660.858,-495.644,129.481,368.637
01100001,-660.858,-495.644,249.059,368.637
011000011,-578.251,-495.644,249.059,368.637
0110000110,-578.251,-495.644,249.059,308.848
01100001100,-578.251,-536.947,249.059,308.848
011000011000,-578.251,-536.947,249.059,278.953
0110000110000,-578.251,-557.599,249.059,278.953
0110000110000x,-578.251,-557.599,249.059,278.953
00011010,-826.073,-660.858,-348.831,-229.253
000110101,-743.466,-660.858,-348.831,-229.253
0001101011,-743.466,-660.858,-289.042,-229.253
00011010110,-743.466,-702.162,-289.042,-229.253
000110101101,-743.466,-702.162,-259.148,-229.253
0001101011011,-722.814,-702.162,-259.148,-229.253
0001101011011x,-722.814,-702.162,-259.148,-229.253
10000,0,330.429,-827.144,-348.831
100000,0,330.429,-827.144,-587.988
1000000,0,165.215,-827.144,-587.988
10000000,0,165.215,-827.144,-707.566
100000000,0,82.6073,-827.144,-707.566
1000000000,0,82.6073,-827.144,-767.355
10000000000,0,41.3036,-827.144,-767.355
100000000000,0,41.3036,-827.144,-797.249
1000000000000,0,20.6518,-827.144,-797.249
1000000000000x,0,20.6518,-827.144,-797.249
100001,0,330.429,-587.988,-348.831
1000010,0,165.215,-587.988,-348.831
10000101,0,165.215,-468.41,-348.831
100001011,82.6073,165.215,-468.41,-348.831
1000010111,82.6073,165.215,-408.62,-348.831
10000101111,123.911,165.215,-408.62,-348.831
100001011110,123.911,165.215,-408.62,-378.726
1000010111100,123.911,144.563,-408.62,-378.726
1000010111100x,123.911,144.563,-408.62,-378.726
11101,991.288,1321.72,129.481,607.793
111010,991.288,1321.72,129.481,368.637
1110101,1156.5,1321.72,129.481,368.637
11101010,1156.5,1321.72,129.481,249.059
111010100,1156.5,1239.11,129.481,249.059
1110101000,1156.5,1239.11,129.481,189.27
11101010001,1197.81,1239.11,129.481,189.27
111010100010,1197.81,1239.11,129.481,159.375
1110101000100,1197.81,1218.46,129.481,159.375
1110101000100x,1197.81,1218.46,129.481,159.375
000111,-991.288,-660.858,-109.675,129.481
0001110,-991.288,-826.073,-109.675,129.481
00011101,-991.288,-826.073,9.90269,129.481
000111010,-991.288,-908.68,9.90269,129.481
0001110101,-991.288,-908.68,69.6917,129.481
00011101010,-991.288,-949.984,69.6917,129.481
000111010100,-991.288,-949.984,69.6917,99.5862
0001110101001,-970.636,-949.984,69.6917,99.5862
0001110101001x,-970.636,-949.984,69.6917,99.5862
0010100,-330.429,-165.215,-827.144,-587.988
00101001,-330.429,-165.215,-707.566,-587.988
001010010,-330.429,-247.822,-707.566,-587.988
0010100100,-330.429,-247.822,-707.566,-647.777
00101001001,-289.126,-247.822,-707.566,-647.777
001010010011,-289.126,-247.822,-677.671,-647.777
0010100100111,-268.474,-247.822,-677.671,-647.777
0010100100111x,-268.474,-247.822,-677.671,-647.777
110111011,413.036,495.644,966.527,1086.11
1101110110,413.036,495.644,966.527,1026.32
11011101101,454.34,495.644,966.527,1026.32
110111011011,454.34,495.644,996.422,1026.32
1101110110111,474.992,495.644,996.422,1026.32
1101110110111x,474.992,495.644,996.422,1026.32
111001,660.858,991.288,368.637,607.793
1110010,660.858,826.073,368.637,607.793
11100100,660.858,826.073,368.637,488.215
111001000,660.858,743.466,368.637,488.215
1110010001,660.858,743.466,428.426,488.215
11100100010,660.858,702.162,428.426,488.215
111001000100,660.858,702.162,428.426,458.32
1110010001000,660.858,681.51,428.426,458.32
1110010001000x,660.858,681.51,428.426,458.32
111001001,743.466,826.073,368.637,488.215
1110010011,743.466,826.073,428.426,488.215
11100100110,743.466,784.769,428.426,488.215
111001001101,743.466,784.769,458.32,488.215
1110010011010,743.466,764.117,458.32,488.215
1110010011010x,743.466,764.117,458.32,488.215
100011,330.429,660.858,-587.988,-348.831
1000111,495.644,660.858,-587.988,-348.831
10001111,495.644,660.858,-468.41,-348.831
100011111,578.251,660.858,-468.41,-348.831
1000111111,578.251,660.858,-408.62,-348.831
10001111110,578.251,619.555,-408.62,-348.831
100011111101,578.251,619.555,-378.726,-348.831
1000111111011,598.903,619.555,-378.726,-348.831
1000111111011x,598.903,619.555,-378.726,-348.831
11100101,660.858,826.073,488.215,607.793
111001011,743.466,826.073,488.215,607.793
1110010110,743.466,826.073,488.215,548.004
11100101100,743.466,784.769,488.215,548.004
111001011001,743.466,784.769,518.109,548.004
1110010110011,764.117,784.769,518.109,548.004
1110010110011x,764.117,784.769,518.109,548.004
001010100,-165.215,-82.6073,-827.144,-707.566
0010101000,-165.215,-82.6073,-827.144,-767.355
00101010001,-123.911,-82.6073,-827.144,-767.355
001010100010,-123.911,-82.6073,-827.144,-797.249
0010101000100,-123.911,-103.259,-827.144,-797.249
0010101000100x,-123.911,-103.259,-827.144,-797.249
100110,330.429,660.858,-348.831,-109.675
1001101,495.644,660.858,-348.831,-109.675
10011011,495.644,660.858,-229.253,-109.675
100110111,578.251,660.858,-229.253,-109.675
1001101110,578.251,660.858,-229.253,-169.464
10011011101,619.555,660.858,-229.253,-169.464
100110111010,619.555,660.858,-229.253,-199.359
1001101110101,640.207,660.858,-229.253,-199.359
1001101110101x,640.207,660.858,-229.253,-199.359
0000110011,-908.68,-826.073,-528.199,-468.41
00001100110,-908.68,-867.377,-528.199,-468.41
000011001101,-908.68,-867.377,-498.304,-468.41
0000110011010,-908.68,-888.028,-498.304,-468.41
0000110011010x,-908.68,-888.028,-498.304,-468.41
1001001,165.215,330.429,-348.831,-109.675
10010011,165.215,330.429,-229.253,-109.675
100100110,165.215,247.822,-229.253,-109.675
1001001101,165.215,247.822,-169.464,-109.675
10010011010,165.215,206.518,-169.464,-109.675
100100110100,165.215,206.518,-169.464,-139.57
1001001101000,165.215,185.866,-169.464,-139.57
1001001101000x,165.215,185.866,-169.464,-139.57
010,-1321.72,-660.858,129.481,1086.11
0100,-1321.72,-660.858,129.481,607.793
01000,-1321.72,-991.288,129.481,607.793
010000,-1321.72,-991.288,129.481,368.637
0100001,-1156.5,-991.288,129.481,368.637
01000011,-1156.5,-991.288,249.059,368.637
010000111,-1073.89,-991.288,249.059,368.637
0100001111,-1073.89,-991.288,308.848,368.637
01000011111,-1032.59,-991.288,308.848,368.637
010000111111,-1032.59,-991.288,338.742,368.637
0100001111111,-1011.94,-991.288,338.742,368.637
0100001111111x,-1011.94,-991.288,338.742,368.637
10001001,330.429,495.644,-707.566,-587.988
100010011,413.036,495.644,-707.566,-587.988
1000100111,413.036,495.644,-647.777,-587.988
10001001110,413.036,454.34,-647.777,-587.988
100010011101,413.036,454.34,-617.882,-587.988
1000100111010,413.036,433.688,-617.882,-587.988
1000100111010x,413.036,433.688,-617.882,-587.988
1000011,165.215,330.429,-587.988,-348.831
10000111,165.215,330.429,-468.41,-348.831
100001111,247.822,330.429,-468.41,-348.831
1000011111,247.822,330.429,-408.62,-348.831
10000111111,289.126,330.429,-408.62,-348.831
100001111111,289.126,330.429,-378.726,-348.831
1000011111111,309.777,330.429,-378.726,-348.831
1000011111111x,309.777,330.429,-378.726,-348.831
1110100,991.288,1156.5,129.481,368.637
11101001,991.288,1156.5,249.059,368.637
111010011,1073.89,1156.5,249.059,368.637
1110100111,1073.89,1156.5,308.848,368.637
11101001110,1073.89,1115.2,308.848,368.637
111010011100,1073.89,1115.2,308.848,338.742
1110100111000,1073.89,1094.55,308.848,338.742
1110100111000x,1073.89,1094.55,308.848,338.742
01001,-991.288,-660.858,129.481,607.793
010011,-991.288,-660.858,368.637,607.793
0100110,-991.288,-826.073,368.637,607.793
01001100,-991.288,-826.073,368.637,488.215
010011001,-908.68,-826.073,368.637,488.215
0100110010,-908.68,-826.073,368.637,428.426
01001100101,-867.377,-826.073,368.637,428.426
010011001011,-867.377,-826.073,398.531,428.426
0100110010110,-867.377,-846.725,398.531,428.426
0100110010110x,-867.377,-846.725,398.531,428.426
0110100,-330.429,-165.215,129.481,368.637
01101001,-330.429,-165.215,249.059,368.637
011010011,-247.822,-165.215,249.059,368.637
0110100110,-247.822,-165.215,249.059,308.848
01101001100,-247.822,-206.518,249.059,308.848
011010011000,-247.822,-206.518,249.059,278.953
0110100110000,-247.822,-227.17,249.059,278.953
0110100110000x,-247.822,-227.17,249.059,278.953
001000,-660.858,-330.429,-827.144,-587.988
0010000,-660.858,-495.644,-827.144,-587.988
00100001,-660.858,-495.644,-707.566,-587.988
001000010,-660.858,-578.251,-707.566,-587.988
0010000100,-660.858,-578.251,-707.566,-647.777
00100001000,-660.858,-619.555,-707.566,-647.777
001000010000,-660.858,-619.555,-707.566,-677.671
0010000100001,-640.207,-619.555,-707.566,-677.671
0010000100001x,-640.207,-619.555,-707.566,-677.671
10000110,165.215,330.429,-587.988,-468.41
100001100,165.215,247.822,-587.988,-468.41
1000011001,165.215,247.822,-528.199,-468.41
10000110010,165.215,206.518,-528.199,-468.41
100001100101,165.215,206.518,-498.304,-468.41
1000011001011,185.866,206.518,-498.304,-468.41
1000011001011x,185.866,206.518,-498.304,-468.41
10000001,0,165.215,-707.566,-587.988
100000010,0,82.6073,-707.566,-587.988
1000000101,0,82.6073,-647.777,-587.988
10000001010,0,41.3036,-647.777,-587.988
100000010100,0,41.3036,-647.777,-617.882
1000000101000,0,20.6518,-647.777,-617.882
1000000101000x,0,20.6518,-647.777,-617.882
0011,-660.858,0,-348.831,129.481
00111,-330.429,0,-348.831,129.481
001111,-330.429,0,-109.675,129.481
0011110,-330.429,-165.215,-109.675,129.481
00111100,-330.429,-165.215,-109.675,9.90269
001111000,-330.429,-247.822,-109.675,9.90269
0011110000,-330.429,-247.822,-109.675,-49.8863
00111100000,-330.429,-289.126,-109.675,-49.8863
001111000001,-330.429,-289.126,-79.7808,-49.8863
0011110000010,-330.429,-309.777,-79.7808,-49.8863
0011110000010x,-330.429,-309.777,-79.7808,-49.8863
1010011001,826.073,908.68,-528.199,-468.41
10100110010,826.073,867.377,-528.199,-468.41
101001100100,826.073,867.377,-528.199,-498.304
1010011001001,846.725,867.377,-528.199,-498.304
1010011001001x,846.725,867.377,-528.199,-498.304
1000000001,0,82.6073,-767.355,-707.566
10000000011,41.3036,82.6073,-767.355,-707.566
100000000111,41.3036,82.6073,-737.46,-707.566
1000000001111,61.9555,82.6073,-737.46,-707.566
1000000001111x,61.9555,82.6073,-737.46,-707.566
1000001,165.215,330.429,-827.144,-587.988
10000010,165.215,330.429,-827.144,-707.566
100000100,165.215,247.822,-827.144,-707.566
1000001000,165.215,247.822,-827.144,-767.355
10000010000,165.215,206.518,-827.144,-767.355
100000100000,165.215,206.518,-827.144,-797.249
1000001000000,165.215,185.866,-827.144,-797.249
1000001000000x,165.215,185.866,-827.144,-797.249
1000110,330.429,495.644,-587.988,-348.831
10001101,330.429,495.644,-468.41,-348.831
100011010,330.429,413.036,-468.41,-348.831
1000110100,330.429,413.036,-468.41,-408.62
10001101000,330.429,371.733,-468.41,-408.62
100011010000,330.429,371.733,-468.41,-438.515
1000110100001,351.081,371.733,-468.41,-438.515
1000110100001x,351.081,371.733,-468.41,-438.515
0010000101,-660.858,-578.251,-647.777,-587.988
00100001011,-619.555,-578.251,-647.777,-587.988
001000010110,-619.555,-578.251,-647.777,-617.882
0010000101101,-598.903,-578.251,-647.777,-617.882
0010000101101x,-598.903,-578.251,-647.777,-617.882
1010010,660.858,826.073,-587.988,-348.831
10100101,660.858,826.073,-468.41,-348.831
101001010,660.858,743.466,-468.41,-348.831
1010010100,660.858,743.466,-468.41,-408.62
10100101000,660.858,702.162,-468.41,-408.62
101001010000,660.858,702.162,-468.41,-438.515
1010010100000,660.858,681.51,-468.41,-438.515
1010010100000x,660.858,681.51,-468.41,-438.515
10100110011,867.377,908.68,-528.199,-468.41
101001100110,867.377,908.68,-528.199,-498.304
1010011001101,888.028,908.68,-528.199,-498.304
1010011001101x,888.028,908.68,-528.199,-498.304
0010001,-495.644,-330.429,-827.144,-587.988
00100010,-495.644,-330.429,-827.144,-707.566
001000100,-495.644,-413.036,-827.144,-707.566
0010001001,-495.644,-413.036,-767.355,-707.566
00100010010,-495.644,-454.34,-767.355,-707.566
001000100100,-495.644,-454.34,-767.355,-737.46
0010001001000,-495.644,-474.992,-767.355,-737.46
0010001001000x,-495.644,-474.992,-767.355,-737.46
0100111,-826.073,-660.858,368.637,607.793
01001111,-826.073,-660.858,488.215,607.793
010011111,-743.466,-660.858,488.215,607.793
0100111111,-743.466,-660.858,548.004,607.793
01001111110,-743.466,-702.162,548.004,607.793
010011111101,-743.466,-702.162,577.898,607.793
0100111111010,-743.466,-722.814,577.898,607.793
0100111111010x,-743.466,-722.814,577.898,607.793
10001110,495.644,660.858,-587.988,-468.41
100011100,495.644,578.251,-587.988,-468.41
1000111000,495.644,578.251,-587.988,-528.199
10001110000,495.644,536.947,-587.988,-528.199
100011100001,495.644,536.947,-558.093,-528.199
1000111000010,495.644,516.296,-558.093,-528.199
1000111000010x,495.644,516.296,-558.093,-528.199
01101001101,-206.518,-165.215,249.059,308.848
011010011011,-206.518,-165.215,278.953,308.848
0110100110111,-185.866,-165.215,278.953,308.848
0110100110111x,-185.866,-165.215,278.953,308.848
11010,0,330.429,607.793,1086.11
110101,0,330.429,846.949,1086.11
1101010,0,165.215,846.949,1086.11
11010100,0,165.215,846.949,966.527
110101001,82.6073,165.215,846.949,966.527
1101010011,82.6073,165.215,906.738,966.527
11010100111,123.911,165.215,906.738,966.527
110101001110,123.911,165.215,906.738,936.633
1101010011100,123.911,144.563,906.738,936.633
1101010011100x,123.911,144.563,906.738,936.633
000100101,-1073.89,-991.288,-348.831,-229.253
0001001011,-1073.89,-991.288,-289.042,-229.253
00010010111,-1032.59,-991.288,-289.042,-229.253
000100101111,-1032.59,-991.288,-259.148,-229.253
0001001011110,-1032.59,-1011.94,-259.148,-229.253
0001001011110x,-1032.59,-1011.94,-259.148,-229.253
000101,-1321.72,-991.288,-109.675,129.481
0001011,-1156.5,-991.288,-109.675,129.481
00010111,-1156.5,-991.288,9.90269,129.481
000101110,-1156.5,-1073.89,9.90269,129.481
0001011100,-1156.5,-1073.89,9.90269,69.6917
00010111001,-1115.2,-1073.89,9.90269,69.6917
000101110010,-1115.2,-1073.89,9.90269,39.7972
0001011100100,-1115.2,-1094.55,9.90269,39.7972
0001011100100x,-1115.2,-1094.55,9.90269,39.7972
0100001110,-1073.89,-991.288,249.059,308.848
01000011100,-1073.89,-1032.59,249.059,308.848
010000111000,-1073.89,-1032.59,249.059,278.953
0100001110001,-1053.24,-1032.59,249.059,278.953
0100001110001x,-1053.24,-1032.59,249.059,278.953
100000011,82.6073,165.215,-707.566,-587.988
1000000110,82.6073,165.215,-707.566,-647.777
10000001100,82.6073,123.911,-707.566,-647.777
100000011001,82.6073,123.911,-677.671,-647.777
1000000110011,103.259,123.911,-677.671,-647.777
1000000110011x,103.259,123.911,-677.671,-647.777
1101010010,82.6073,165.215,846.949,906.738
11010100100,82.6073,123.911,846.949,906.738
110101001001,82.6073,123.911,876.844,906.738
1101010010010,82.6073,103.259,876.844,906.738
1101010010010x,82.6073,103.259,876.844,906.738
0111100101,-330.429,-247.822,787.16,846.949
01111001011,-289.126,-247.822,787.16,846.949
011110010110,-289.126,-247.822,787.16,817.055
0111100101100,-289.126,-268.474,787.16,817.055
0111100101100x,-289.126,-268.474,787.16,817.055
00001101,-991.288,-826.073,-468.41,-348.831
000011011,-908.68,-826.073,-468.41,-348.831
0000110110,-908.68,-826.073,-468.41,-408.62
00001101101,-867.377,-826.073,-468.41,-408.62
000011011011,-867.377,-826.073,-438.515,-408.62
0000110110110,-867.377,-846.725,-438.515,-408.62
0000110110110x,-867.377,-846.725,-438.515,-408.62
100100111,247.822,330.429,-229.253,-109.675
1001001111,247.822,330.429,-169.464,-109.675
10010011110,247.822,289.126,-169.464,-109.675
100100111101,247.822,289.126,-139.57,-109.675
1001001111011,268.474,289.126,-139.57,-109.675
1001001111011x,268.474,289.126,-139.57,-109.675
000110101100,-743.466,-702.162,-289.042,-259.148
0001101011001,-722.814,-702.162,-289.042,-259.148
0001101011001x,-722.814,-702.162,-289.042,-259.148
1001111,495.644,660.858,-109.675,129.481
10011110,495.644,660.858,-109.675,9.90269
100111101,578.251,660.858,-109.675,9.90269
1001111010,578.251,660.858,-109.675,-49.8863
10011110101,619.555,660.858,-109.675,-49.8863
100111101011,619.555,660.858,-79.7808,-49.8863
1001111010111,640.207,660.858,-79.7808,-49.8863
1001111010111x,640.207,660.858,-79.7808,-49.8863
10000011,165.215,330.429,-707.566,-587.988
100000111,247.822,330.429,-707.566,-587.988
1000001110,247.822,330.429,-707.566,-647.777
10000011100,247.822,289.126,-707.566,-647.777
100000111000,247.822,289.126,-707.566,-677.671
1000001110001,268.474,289.126,-707.566,-677.671
1000001110001x,268.474,289.126,-707.566,-677.671
1110011,826.073,991.288,368.637,607.793
11100110,826.073,991.288,368.637,488.215
111001101,908.68,991.288,368.637,488.215
1110011011,908.68,991.288,428.426,488.215
11100110110,908.68,949.984,428.426,488.215
111001101100,908.68,949.984,428.426,458.32
1110011011001,929.332,949.984,428.426,458.32
1110011011001x,929.332,949.984,428.426,458.32
11101000,991.288,1156.5,129.481,249.059
111010000,991.288,1073.89,129.481,249.059
1110100000,991.288,1073.89,129.481,189.27
11101000001,1032.59,1073.89,129.481,189.27
111010000010,1032.59,1073.89,129.481,159.375
1110100000101,1053.24,1073.89,129.481,159.375
1110100000101x,1053.24,1073.89,129.481,159.375
1011,660.858,1321.72,-348.831,129.481
10110,660.858,991.288,-348.831,129.481
101100,660.858,991.288,-348.831,-109.675
1011001,826.073,991.288,-348.831,-109.675
10110011,826.073,991.288,-229.253,-109.675
101100111,908.68,991.288,-229.253,-109.675
1011001111,908.68,991.288,-169.464,-109.675
10110011111,949.984,991.288,-169.464,-109.675
101100111110,949.984,991.288,-169.464,-139.57
1011001111101,970.636,991.288,-169.464,-139.57
1011001111101x,970.636,991.288,-169.464,-139.57
0110111,-165.215,0,368.637,607.793
01101110,-165.215,0,368.637,488.215
011011100,-165.215,-82.6073,368.637,488.215
0110111000,-165.215,-82.6073,368.637,428.426
01101110001,-123.911,-82.6073,368.637,428.426
011011100010,-123.911,-82.6073,368.637,398.531
0110111000100,-123.911,-103.259,368.637,398.531
0110111000100x,-123.911,-103.259,368.637,398.531
1100,0,660.858,129.481,607.793
11001,330.429,660.858,129.481,607.793
110011,330.429,660.858,368.637,607.793
1100111,495.644,660.858,368.637,607.793
11001111,495.644,660.858,488.215,607.793
110011110,495.644,578.251,488.215,607.793
1100111100,495.644,578.251,488.215,548.004
11001111000,495.644,536.947,488.215,548.004
110011110001,495.644,536.947,518.109,548.004
1100111100010,495.644,516.296,518.109,548.004
