node,xmin,xmax,ymin,ymax
00001111011,-784.769,-743.466,-408.62,-348.831
000011110111,-784.769,-743.466,-378.726,-348.831
0000111101110,-784.769,-764.117,-378.726,-348.831
0000111101110x,-784.769,-764.117,-378.726,-348.831
100010011100,413.036,454.34,-647.777,-617.882
1000100111001,433.688,454.34,-647.777,-617.882
1000100111001x,433.688,454.34,-647.777,-617.882
001111011,-247.822,-165.215,9.90269,129.481
0011110110,-247.822,-165.215,9.90269,69.6917
00111101100,-247.822,-206.518,9.90269,69.6917
001111011000,-247.822,-206.518,9.90269,39.7972
0011110110001,-227.17,-206.518,9.90269,39.7972
0011110110001x,-227.17,-206.518,9.90269,39.7972
1000100111000,413.036,433.688,-647.777,-617.882
1000100111000x,413.036,433.688,-647.777,-617.882
000011101,-743.466,-660.858,-587.988,-468.41
0000111011,-743.466,-660.858,-528.199,-468.41
00001110111,-702.162,-660.858,-528.199,-468.41
000011101111,-702.162,-660.858,-498.304,-468.41
0000111011111,-681.51,-660.858,-498.304,-468.41
0000111011111x,-681.51,-660.858,-498.304,-468.41
10100100111,784.769,826.073,-528.199,-468.41
101001001111,784.769,826.073,-498.304,-468.41
1010010011110,784.769,805.421,-498.304,-468.41
1010010011110x,784.769,805.421,-498.304,-468.41
01011011,-826.073,-660.858,727.371,846.949
010110111,-743.466,-660.858,727.371,846.949
0101101110,-743.466,-660.858,727.371,787.16
01011011100,-743.466,-702.162,727.371,787.16
010110111001,-743.466,-702.162,757.266,787.16
0101101110011,-722.814,-702.162,757.266,787.16
0101101110011x,-722.814,-702.162,757.266,787.16
100000000001,0,41.3036,-797.249,-767.355
1000000000011,20.6518,41.3036,-797.249,-767.355
1000000000011x,20.6518,41.3036,-797.249,-767.355
0100010,-1321.72,-1156.5,368.637,607.793
01000100,-1321.72,-1156.5,368.637,488.215
010001001,-1239.11,-1156.5,368.637,488.215
0100010011,-1239.11,-1156.5,428.426,488.215
01000100111,-1197.81,-1156.5,428.426,488.215
010001001110,-1197.81,-1156.5,428.426,458.32
0100010011100,-1197.81,-1177.15,428.426,458.32
0100010011100x,-1197.81,-1177.15,428.426,458.32
0010101101,-165.215,-82.6073,-647.777,-587.988
00101011010,-165.215,-123.911,-647.777,-587.988
001010110101,-165.215,-123.911,-617.882,-587.988
0010101101011,-144.563,-123.911,-617.882,-587.988
0010101101011x,-144.563,-123.911,-617.882,-587.988
0100111011,-743.466,-660.858,428.426,488.215
01001110110,-743.466,-702.162,428.426,488.215
010011101101,-743.466,-702.162,458.32,488.215
0100111011011,-722.814,-702.162,458.32,488.215
0100111011011x,-722.814,-702.162,458.32,488.215
0010010101,-660.858,-578.251,-408.62,-348.831
00100101011,-619.555,-578.251,-408.62,-348.831
001001010111,-619.555,-578.251,-378.726,-348.831
0010010101110,-619.555,-598.903,-378.726,-348.831
0010010101110x,-619.555,-598.903,-378.726,-348.831
1011110001,991.288,1073.89,-49.8863,9.90269
10111100011,1032.59,1073.89,-49.8863,9.90269
101111000111,1032.59,1073.89,-19.9918,9.90269
1011110001110,1032.59,1053.24,-19.9918,9.90269
1011110001110x,1032.59,1053.24,-19.9918,9.90269
010110101101,-743.466,-702.162,697.476,727.371
0101101011010,-743.466,-722.814,697.476,727.371
0101101011010x,-743.466,-722.814,697.476,727.371
001100000,-660.858,-578.251,-348.831,-229.253
0011000001,-660.858,-578.251,-289.042,-229.253
00110000010,-660.858,-619.555,-289.042,-229.253
001100000101,-660.858,-619.555,-259.148,-229.253
0011000001010,-660.858,-640.207,-259.148,-229.253
0011000001010x,-660.858,-640.207,-259.148,-229.253
000101000001,-1321.72,-1280.41,-79.7808,-49.8863
0001010000010,-1321.72,-1301.06,-79.7808,-49.8863
0001010000010x,-1321.72,-1301.06,-79.7808,-49.8863
0110011,-495.644,-330.429,368.637,607.793
01100111,-495.644,-330.429,488.215,607.793
011001111,-413.036,-330.429,488.215,607.793
0110011110,-413.036,-330.429,488.215,548.004
01100111101,-371.733,-330.429,488.215,548.004
011001111010,-371.733,-330.429,488.215,518.109
0110011110101,-351.081,-330.429,488.215,518.109
0110011110101x,-351.081,-330.429,488.215,518.109
001001101,-413.036,-330.429,-587.988,-468.41
0010011011,-413.036,-330.429,-528.199,-468.41
00100110111,-371.733,-330.429,-528.199,-468.41
001001101110,-371.733,-330.429,-528.199,-498.304
0010011011100,-371.733,-351.081,-528.199,-498.304
0010011011100x,-371.733,-351.081,-528.199,-498.304
00001100111,-867.377,-826.073,-528.199,-468.41
000011001110,-867.377,-826.073,-528.199,-498.304
0000110011101,-846.725,-826.073,-528.199,-498.304
0000110011101x,-846.725,-826.073,-528.199,-498.304
1001110000,330.429,413.036,-109.675,-49.8863
10011100000,330.429,371.733,-109.675,-49.8863
100111000000,330.429,371.733,-109.675,-79.7808
1001110000000,330.429,351.081,-109.675,-79.7808
1001110000000x,330.429,351.081,-109.675,-79.7808
0010100110,-247.822,-165.215,-707.566,-647.777
00101001101,-206.518,-165.215,-707.566,-647.777
001010011010,-206.518,-165.215,-707.566,-677.671
0010100110100,-206.518,-185.866,-707.566,-677.671
0010100110100x,-206.518,-185.866,-707.566,-677.671
011110110,-165.215,-82.6073,727.371,846.949
0111101100,-165.215,-82.6073,727.371,787.16
01111011000,-165.215,-123.911,727.371,787.16
011110110000,-165.215,-123.911,727.371,757.266
0111101100001,-144.563,-123.911,727.371,757.266
0111101100001x,-144.563,-123.911,727.371,757.266
111010111101,1239.11,1280.41,338.742,368.637
1110101111010,1239.11,1259.76,338.742,368.637
1110101111010x,1239.11,1259.76,338.742,368.637
1001110100,330.429,413.036,9.90269,69.6917
10011101001,371.733,413.036,9.90269,69.6917
100111010010,371.733,413.036,9.90269,39.7972
1001110100101,392.385,413.036,9.90269,39.7972
1001110100101x,392.385,413.036,9.90269,39.7972
11011011001,536.947,578.251,727.371,787.16
110110110010,536.947,578.251,727.371,757.266
1101101100101,557.599,578.251,727.371,757.266
1101101100101x,557.599,578.251,727.371,757.266
1110010110010,743.466,764.117,518.109,548.004
1110010110010x,743.466,764.117,518.109,548.004
0011100001,-330.429,-247.822,-289.042,-229.253
00111000010,-330.429,-289.126,-289.042,-229.253
001110000101,-330.429,-289.126,-259.148,-229.253
0011100001011,-309.777,-289.126,-259.148,-229.253
0011100001011x,-309.777,-289.126,-259.148,-229.253
10010000,0,165.215,-348.831,-229.253
100100000,0,82.6073,-348.831,-229.253
1001000001,0,82.6073,-289.042,-229.253
10010000011,41.3036,82.6073,-289.042,-229.253
100100000111,41.3036,82.6073,-259.148,-229.253
1001000001111,61.9555,82.6073,-259.148,-229.253
1001000001111x,61.9555,82.6073,-259.148,-229.253
110111001,413.036,495.644,846.949,966.527
1101110010,413.036,495.644,846.949,906.738
11011100100,413.036,454.34,846.949,906.738
110111001001,413.036,454.34,876.844,906.738
1101110010010,413.036,433.688,876.844,906.738
1101110010010x,413.036,433.688,876.844,906.738
0000011100,-1156.5,-1073.89,-468.41,-408.62
00000111001,-1115.2,-1073.89,-468.41,-408.62
000001110011,-1115.2,-1073.89,-438.515,-408.62
0000011100111,-1094.55,-1073.89,-438.515,-408.62
0000011100111x,-1094.55,-1073.89,-438.515,-408.62
1100110,330.429,495.644,368.637,607.793
11001101,330.429,495.644,488.215,607.793
110011011,413.036,495.644,488.215,607.793
1100110110,413.036,495.644,488.215,548.004
11001101100,413.036,454.34,488.215,548.004
110011011000,413.036,454.34,488.215,518.109
1100110110000,413.036,433.688,488.215,518.109
1100110110000x,413.036,433.688,488.215,518.109
11001110011,536.947,578.251,428.426,488.215
110011100111,536.947,578.251,458.32,488.215
1100111001111,557.599,578.251,458.32,488.215
1100111001111x,557.599,578.251,458.32,488.215
00100000,-660.858,-495.644,-827.144,-707.566
001000001,-578.251,-495.644,-827.144,-707.566
0010000011,-578.251,-495.644,-767.355,-707.566
00100000110,-578.251,-536.947,-767.355,-707.566
001000001101,-578.251,-536.947,-737.46,-707.566
0010000011011,-557.599,-536.947,-737.46,-707.566
0010000011011x,-557.599,-536.947,-737.46,-707.566
01101011110,-82.6073,-41.3036,308.848,368.637
011010111100,-82.6073,-41.3036,308.848,338.742
0110101111000,-82.6073,-61.9555,308.848,338.742
0110101111000x,-82.6073,-61.9555,308.848,338.742
1010011111,908.68,991.288,-408.62,-348.831
10100111110,908.68,949.984,-408.62,-348.831
101001111100,908.68,949.984,-408.62,-378.726
1010011111001,929.332,949.984,-408.62,-378.726
1010011111001x,929.332,949.984,-408.62,-378.726
0011111,-165.215,0,-109.675,129.481
00111110,-165.215,0,-109.675,9.90269
001111100,-165.215,-82.6073,-109.675,9.90269
0011111000,-165.215,-82.6073,-109.675,-49.8863
00111110000,-165.215,-123.911,-109.675,-49.8863
001111100000,-165.215,-123.911,-109.675,-79.7808
0011111000001,-144.563,-123.911,-109.675,-79.7808
0011111000001x,-144.563,-123.911,-109.675,-79.7808
11110010001,867.377,908.68,607.793,667.582
111100100011,867.377,908.68,637.687,667.582
1111001000110,867.377,888.028,637.687,667.582
1111001000110x,867.377,888.028,637.687,667.582
001110110,-165.215,-82.6073,-229.253,-109.675
0011101101,-165.215,-82.6073,-169.464,-109.675
00111011011,-123.911,-82.6073,-169.464,-109.675
001110110111,-123.911,-82.6073,-139.57,-109.675
0011101101110,-123.911,-103.259,-139.57,-109.675
0011101101110x,-123.911,-103.259,-139.57,-109.675
1011101101,1156.5,1239.11,-169.464,-109.675
10111011011,1197.81,1239.11,-169.464,-109.675
101110110110,1197.81,1239.11,-169.464,-139.57
1011101101100,1197.81,1218.46,-169.464,-139.57
1011101101100x,1197.81,1218.46,-169.464,-139.57
110010001,413.036,495.644,129.481,249.059
1100100011,413.036,495.644,189.27,249.059
11001000111,454.34,495.644,189.27,249.059
110010001110,454.34,495.644,189.27,219.164
1100100011100,454.34,474.992,189.27,219.164
1100100011100x,454.34,474.992,189.27,219.164
01110001,-660.858,-495.644,727.371,846.949
011100011,-578.251,-495.644,727.371,846.949
0111000111,-578.251,-495.644,787.16,846.949
01110001110,-578.251,-536.947,787.16,846.949
011100011101,-578.251,-536.947,817.055,846.949
0111000111010,-578.251,-557.599,817.055,846.949
0111000111010x,-578.251,-557.599,817.055,846.949
110001000010,41.3036,82.6073,368.637,398.531
1100010000100,41.3036,61.9555,368.637,398.531
1100010000100x,41.3036,61.9555,368.637,398.531
0001001000,-1156.5,-1073.89,-348.831,-289.042
00010010001,-1115.2,-1073.89,-348.831,-289.042
000100100010,-1115.2,-1073.89,-348.831,-318.937
0001001000101,-1094.55,-1073.89,-348.831,-318.937
0001001000101x,-1094.55,-1073.89,-348.831,-318.937
101111101011,1280.41,1321.72,-79.7808,-49.8863
1011111010111,1301.06,1321.72,-79.7808,-49.8863
1011111010111x,1301.06,1321.72,-79.7808,-49.8863
100110100,495.644,578.251,-348.831,-229.253
1001101001,495.644,578.251,-289.042,-229.253
10011010011,536.947,578.251,-289.042,-229.253
100110100110,536.947,578.251,-289.042,-259.148
1001101001101,557.599,578.251,-289.042,-259.148
1001101001101x,557.599,578.251,-289.042,-259.148
10000010001,206.518,247.822,-827.144,-767.355
100000100011,206.518,247.822,-797.249,-767.355
1000001000111,227.17,247.822,-797.249,-767.355
1000001000111x,227.17,247.822,-797.249,-767.355
0001110001,-991.288,-908.68,-49.8863,9.90269
00011100010,-991.288,-949.984,-49.8863,9.90269
000111000100,-991.288,-949.984,-49.8863,-19.9918
0001110001001,-970.636,-949.984,-49.8863,-19.9918
0001110001001x,-970.636,-949.984,-49.8863,-19.9918
10000101100,82.6073,123.911,-468.41,-408.62
100001011000,82.6073,123.911,-468.41,-438.515
1000010110001,103.259,123.911,-468.41,-438.515
1000010110001x,103.259,123.911,-468.41,-438.515
10100001010,660.858,702.162,-647.777,-587.988
101000010101,660.858,702.162,-617.882,-587.988
1010000101010,660.858,681.51,-617.882,-587.988
1010000101010x,660.858,681.51,-617.882,-587.988
11011001,330.429,495.644,727.371,846.949
110110010,330.429,413.036,727.371,846.949
1101100100,330.429,413.036,727.371,787.16
11011001000,330.429,371.733,727.371,787.16
110110010000,330.429,371.733,727.371,757.266
1101100100001,351.081,371.733,727.371,757.266
1101100100001x,351.081,371.733,727.371,757.266
001100100,-495.644,-413.036,-348.831,-229.253
0011001000,-495.644,-413.036,-348.831,-289.042
00110010001,-454.34,-413.036,-348.831,-289.042
001100100011,-454.34,-413.036,-318.937,-289.042
0011001000111,-433.688,-413.036,-318.937,-289.042
0011001000111x,-433.688,-413.036,-318.937,-289.042
11001001,330.429,495.644,249.059,368.637
110010011,413.036,495.644,249.059,368.637
1100100110,413.036,495.644,249.059,308.848
11001001100,413.036,454.34,249.059,308.848
110010011000,413.036,454.34,249.059,278.953
1100100110000,413.036,433.688,249.059,278.953
1100100110000x,413.036,433.688,249.059,278.953
100010111,578.251,660.858,-707.566,-587.988
1000101110,578.251,660.858,-707.566,-647.777
10001011100,578.251,619.555,-707.566,-647.777
100010111001,578.251,619.555,-677.671,-647.777
1000101110011,598.903,619.555,-677.671,-647.777
1000101110011x,598.903,619.555,-677.671,-647.777
1011000,660.858,826.073,-348.831,-109.675
10110000,660.858,826.073,-348.831,-229.253
101100001,743.466,826.073,-348.831,-229.253
1011000011,743.466,826.073,-289.042,-229.253
10110000111,784.769,826.073,-289.042,-229.253
101100001111,784.769,826.073,-259.148,-229.253
1011000011111,805.421,826.073,-259.148,-229.253
1011000011111x,805.421,826.073,-259.148,-229.253
101110001011,1115.2,1156.5,-318.937,-289.042
1011100010110,1115.2,1135.85,-318.937,-289.042
1011100010110x,1115.2,1135.85,-318.937,-289.042
00111100001,-289.126,-247.822,-109.675,-49.8863
001111000011,-289.126,-247.822,-79.7808,-49.8863
0011110000111,-268.474,-247.822,-79.7808,-49.8863
0011110000111x,-268.474,-247.822,-79.7808,-49.8863
0000111101111,-764.117,-743.466,-378.726,-348.831
0000111101111x,-764.117,-743.466,-378.726,-348.831
10100110111,949.984,991.288,-528.199,-468.41
101001101111,949.984,991.288,-498.304,-468.41
1010011011110,949.984,970.636,-498.304,-468.41
1010011011110x,949.984,970.636,-498.304,-468.41
0001111,-826.073,-660.858,-109.675,129.481
00011111,-826.073,-660.858,9.90269,129.481
000111110,-826.073,-743.466,9.90269,129.481
0001111101,-826.073,-743.466,69.6917,129.481
00011111011,-784.769,-743.466,69.6917,129.481
000111110110,-784.769,-743.466,69.6917,99.5862
0001111101100,-784.769,-764.117,69.6917,99.5862
0001111101100x,-784.769,-764.117,69.6917,99.5862
1100001,165.215,330.429,129.481,368.637
11000011,165.215,330.429,249.059,368.637
110000111,247.822,330.429,249.059,368.637
1100001111,247.822,330.429,308.848,368.637
11000011110,247.822,289.126,308.848,368.637
110000111100,247.822,289.126,308.848,338.742
1100001111001,268.474,289.126,308.848,338.742
1100001111001x,268.474,289.126,308.848,338.742
100101100,165.215,247.822,-109.675,9.90269
1001011000,165.215,247.822,-109.675,-49.8863
10010110000,165.215,206.518,-109.675,-49.8863
100101100000,165.215,206.518,-109.675,-79.7808
1001011000001,185.866,206.518,-109.675,-79.7808
1001011000001x,185.866,206.518,-109.675,-79.7808
001001000,-660.858,-578.251,-587.988,-468.41
0010010001,-660.858,-578.251,-528.199,-468.41
00100100011,-619.555,-578.251,-528.199,-468.41
001001000110,-619.555,-578.251,-528.199,-498.304
0010010001100,-619.555,-598.903,-528.199,-498.304
0010010001100x,-619.555,-598.903,-528.199,-498.304
1010000111010,743.466,764.117,-617.882,-587.988
1010000111010x,743.466,764.117,-617.882,-587.988
111001110,826.073,908.68,488.215,607.793
1110011101,826.073,908.68,548.004,607.793
11100111011,867.377,908.68,548.004,607.793
111001110110,867.377,908.68,548.004,577.898
1110011101100,867.377,888.028,548.004,577.898
1110011101100x,867.377,888.028,548.004,577.898
0110001010,-413.036,-330.429,129.481,189.27
01100010100,-413.036,-371.733,129.481,189.27
011000101001,-413.036,-371.733,159.375,189.27
0110001010010,-413.036,-392.385,159.375,189.27
0110001010010x,-413.036,-392.385,159.375,189.27
1100111101,495.644,578.251,548.004,607.793
11001111010,495.644,536.947,548.004,607.793
110011110100,495.644,536.947,548.004,577.898
1100111101000,495.644,516.296,548.004,577.898
1100111101000x,495.644,516.296,548.004,577.898
10010001100,82.6073,123.911,-229.253,-169.464
100100011000,82.6073,123.911,-229.253,-199.359
1001000110001,103.259,123.911,-229.253,-199.359
1001000110001x,103.259,123.911,-229.253,-199.359
10111000100,1073.89,1115.2,-348.831,-289.042
101110001001,1073.89,1115.2,-318.937,-289.042
1011100010011,1094.55,1115.2,-318.937,-289.042
1011100010011x,1094.55,1115.2,-318.937,-289.042
000100001110,-1197.81,-1156.5,-289.042,-259.148
0001000011100,-1197.81,-1177.15,-289.042,-259.148
0001000011100x,-1197.81,-1177.15,-289.042,-259.148
1000111110,578.251,660.858,-468.41,-408.62
10001111101,619.555,660.858,-468.41,-408.62
100011111011,619.555,660.858,-438.515,-408.62
1000111110111,640.207,660.858,-438.515,-408.62
1000111110111x,640.207,660.858,-438.515,-408.62
100000101,247.822,330.429,-827.144,-707.566
1000001010,247.822,330.429,-827.144,-767.355
10000010100,247.822,289.126,-827.144,-767.355
100000101001,247.822,289.126,-797.249,-767.355
1000001010010,247.822,268.474,-797.249,-767.355
1000001010010x,247.822,268.474,-797.249,-767.355
10110101,660.858,826.073,9.90269,129.481
101101010,660.858,743.466,9.90269,129.481
1011010101,660.858,743.466,69.6917,129.481
10110101010,660.858,702.162,69.6917,129.481
101101010100,660.858,702.162,69.6917,99.5862
1011010101001,681.51,702.162,69.6917,99.5862
1011010101001x,681.51,702.162,69.6917,99.5862
0000110001101,-929.332,-908.68,-528.199,-498.304
0000110001101x,-929.332,-908.68,-528.199,-498.304
1100000000,0,82.6073,129.481,189.27
11000000001,41.3036,82.6073,129.481,189.27
110000000010,41.3036,82.6073,129.481,159.375
1100000000100,41.3036,61.9555,129.481,159.375
1100000000100x,41.3036,61.9555,129.481,159.375
1000010100,0,82.6073,-468.41,-408.62
10000101000,0,41.3036,-468.41,-408.62
100001010000,0,41.3036,-468.41,-438.515
1000010100001,20.6518,41.3036,-468.41,-438.515
1000010100001x,20.6518,41.3036,-468.41,-438.515
0010100111111,-185.866,-165.215,-617.882,-587.988
0010100111111x,-185.866,-165.215,-617.882,-587.988
001101100,-495.644,-413.036,-109.675,9.90269
0011011001,-495.644,-413.036,-49.8863,9.90269
00110110010,-495.644,-454.34,-49.8863,9.90269
001101100101,-495.644,-454.34,-19.9918,9.90269
0011011001010,-495.644,-474.992,-19.9918,9.90269
0011011001010x,-495.644,-474.992,-19.9918,9.90269
1000001001,165.215,247.822,-767.355,-707.566
10000010011,206.518,247.822,-767.355,-707.566
100000100110,206.518,247.822,-767.355,-737.46
1000001001101,227.17,247.822,-767.355,-737.46
1000001001101x,227.17,247.822,-767.355,-737.46
11000101,0,165.215,488.215,607.793
110001011,82.6073,165.215,488.215,607.793
1100010110,82.6073,165.215,488.215,548.004
11000101100,82.6073,123.911,488.215,548.004
110001011000,82.6073,123.911,488.215,518.109
1100010110000,82.6073,103.259,488.215,518.109
1100010110000x,82.6073,103.259,488.215,518.109
1000011010,247.822,330.429,-587.988,-528.199
10000110100,247.822,289.126,-587.988,-528.199
100001101000,247.822,289.126,-587.988,-558.093
1000011010000,247.822,268.474,-587.988,-558.093
1000011010000x,247.822,268.474,-587.988,-558.093
00000111011,-1115.2,-1073.89,-408.62,-348.831
000001110110,-1115.2,-1073.89,-408.62,-378.726
0000011101101,-1094.55,-1073.89,-408.62,-378.726
0000011101101x,-1094.55,-1073.89,-408.62,-378.726
11000110,165.215,330.429,368.637,488.215
110001101,247.822,330.429,368.637,488.215
1100011011,247.822,330.429,428.426,488.215
11000110111,289.126,330.429,428.426,488.215
110001101111,289.126,330.429,458.32,488.215
1100011011110,289.126,309.777,458.32,488.215
1100011011110x,289.126,309.777,458.32,488.215
00110010000,-495.644,-454.34,-348.831,-289.042
001100100000,-495.644,-454.34,-348.831,-318.937
0011001000001,-474.992,-454.34,-348.831,-318.937
0011001000001x,-474.992,-454.34,-348.831,-318.937
00011011110,-743.466,-702.162,-169.464,-109.675
000110111101,-743.466,-702.162,-139.57,-109.675
0001101111010,-743.466,-722.814,-139.57,-109.675
0001101111010x,-743.466,-722.814,-139.57,-109.675
1000100111011,433.688,454.34,-617.882,-587.988
1000100111011x,433.688,454.34,-617.882,-587.988
11001100,330.429,495.644,368.637,488.215
110011001,413.036,495.644,368.637,488.215
1100110010,413.036,495.644,368.637,428.426
11001100101,454.34,495.644,368.637,428.426
110011001010,454.34,495.644,368.637,398.531
1100110010100,454.34,474.992,368.637,398.531
1100110010100x,454.34,474.992,368.637,398.531
00110000011,-619.555,-578.251,-289.042,-229.253
001100000110,-619.555,-578.251,-289.042,-259.148
0011000001100,-619.555,-598.903,-289.042,-259.148
0011000001100x,-619.555,-598.903,-289.042,-259.148
100110000110,371.733,413.036,-289.042,-259.148
1001100001100,371.733,392.385,-289.042,-259.148
1001100001100x,371.733,392.385,-289.042,-259.148
011011001,-247.822,-165.215,368.637,488.215
0110110011,-247.822,-165.215,428.426,488.215
01101100110,-247.822,-206.518,428.426,488.215
011011001101,-247.822,-206.518,458.32,488.215
0110110011010,-247.822,-227.17,458.32,488.215
0110110011010x,-247.822,-227.17,458.32,488.215
0110110001,-330.429,-247.822,428.426,488.215
01101100010,-330.429,-289.126,428.426,488.215
011011000101,-330.429,-289.126,458.32,488.215
0110110001010,-330.429,-309.777,458.32,488.215
0110110001010x,-330.429,-309.777,458.32,488.215
11001110110,578.251,619.555,428.426,488.215
110011101101,578.251,619.555,458.32,488.215
1100111011011,598.903,619.555,458.32,488.215
1100111011011x,598.903,619.555,458.32,488.215
00001100101,-867.377,-826.073,-587.988,-528.199
000011001010,-867.377,-826.073,-587.988,-558.093
0000110010101,-846.725,-826.073,-587.988,-558.093
0000110010101x,-846.725,-826.073,-587.988,-558.093
10000100,0,165.215,-587.988,-468.41
100001001,82.6073,165.215,-587.988,-468.41
1000010010,82.6073,165.215,-587.988,-528.199
10000100100,82.6073,123.911,-587.988,-528.199
100001001001,82.6073,123.911,-558.093,-528.199
1000010010011,103.259,123.911,-558.093,-528.199
1000010010011x,103.259,123.911,-558.093,-528.199
001100000100,-660.858,-619.555,-289.042,-259.148
0011000001000,-660.858,-640.207,-289.042,-259.148
0011000001000x,-660.858,-640.207,-289.042,-259.148
10000010101,289.126,330.429,-827.144,-767.355
100000101011,289.126,330.429,-797.249,-767.355
1000001010110,289.126,309.777,-797.249,-767.355
1000001010110x,289.126,309.777,-797.249,-767.355
1000001101010,165.215,185.866,-617.882,-587.988
1000001101010x,165.215,185.866,-617.882,-587.988
10010110100,247.822,289.126,-109.675,-49.8863
100101101000,247.822,289.126,-109.675,-79.7808
1001011010001,268.474,289.126,-109.675,-79.7808
1001011010001x,268.474,289.126,-109.675,-79.7808
001001111,-413.036,-330.429,-468.41,-348.831
0010011110,-413.036,-330.429,-468.41,-408.62
00100111101,-371.733,-330.429,-468.41,-408.62
001001111011,-371.733,-330.429,-438.515,-408.62
0010011110110,-371.733,-351.081,-438.515,-408.62
0010011110110x,-371.733,-351.081,-438.515,-408.62
001010111100,-82.6073,-41.3036,-647.777,-617.882
0010101111000,-82.6073,-61.9555,-647.777,-617.882
0010101111000x,-82.6073,-61.9555,-647.777,-617.882
00110111,-495.644,-330.429,9.90269,129.481
001101111,-413.036,-330.429,9.90269,129.481
0011011110,-413.036,-330.429,9.90269,69.6917
00110111100,-413.036,-371.733,9.90269,69.6917
001101111000,-413.036,-371.733,9.90269,39.7972
0011011110000,-413.036,-392.385,9.90269,39.7972
0011011110000x,-413.036,-392.385,9.90269,39.7972
0010011100,-495.644,-413.036,-468.41,-408.62
00100111000,-495.644,-454.34,-468.41,-408.62
001001110000,-495.644,-454.34,-468.41,-438.515
0010011100000,-495.644,-474.992,-468.41,-438.515
0010011100000x,-495.644,-474.992,-468.41,-438.515
011011000100,-330.429,-289.126,428.426,458.32
0110110001000,-330.429,-309.777,428.426,458.32
0110110001000x,-330.429,-309.777,428.426,458.32
0010001011,-413.036,-330.429,-767.355,-707.566
00100010110,-413.036,-371.733,-767.355,-707.566
001000101100,-413.036,-371.733,-767.355,-737.46
0010001011000,-413.036,-392.385,-767.355,-737.46
0010001011000x,-413.036,-392.385,-767.355,-737.46
00111001101,-206.518,-165.215,-229.253,-169.464
001110011011,-206.518,-165.215,-199.359,-169.464
0011100110110,-206.518,-185.866,-199.359,-169.464
0011100110110x,-206.518,-185.866,-199.359,-169.464
1001100101,330.429,413.036,-169.464,-109.675
10011001011,371.733,413.036,-169.464,-109.675
100110010111,371.733,413.036,-139.57,-109.675
1001100101110,371.733,392.385,-139.57,-109.675
1001100101110x,371.733,392.385,-139.57,-109.675
0010101110,-82.6073,0,-707.566,-647.777
00101011100,-82.6073,-41.3036,-707.566,-647.777
001010111001,-82.6073,-41.3036,-677.671,-647.777
0010101110011,-61.9555,-41.3036,-677.671,-647.777
0010101110011x,-61.9555,-41.3036,-677.671,-647.777
01001110010,-826.073,-784.769,428.426,488.215
010011100100,-826.073,-784.769,428.426,458.32
0100111001001,-805.421,-784.769,428.426,458.32
0100111001001x,-805.421,-784.769,428.426,458.32
0011100111,-247.822,-165.215,-169.464,-109.675
00111001111,-206.518,-165.215,-169.464,-109.675
001110011110,-206.518,-165.215,-169.464,-139.57
0011100111100,-206.518,-185.866,-169.464,-139.57
0011100111100x,-206.518,-185.866,-169.464,-139.57
1100101,495.644,660.858,129.481,368.637
11001010,495.644,660.858,129.481,249.059
110010100,495.644,578.251,129.481,249.059
1100101001,495.644,578.251,189.27,249.059
11001010011,536.947,578.251,189.27,249.059
110010100111,536.947,578.251,219.164,249.059
1100101001111,557.599,578.251,219.164,249.059
1100101001111x,557.599,578.251,219.164,249.059
101101101,908.68,991.288,-109.675,9.90269
1011011010,908.68,991.288,-109.675,-49.8863
10110110101,949.984,991.288,-109.675,-49.8863
101101101010,949.984,991.288,-109.675,-79.7808
1011011010100,949.984,970.636,-109.675,-79.7808
1011011010100x,949.984,970.636,-109.675,-79.7808
111010100011,1197.81,1239.11,159.375,189.27
1110101000110,1197.81,1218.46,159.375,189.27
1110101000110x,1197.81,1218.46,159.375,189.27
101111100,1156.5,1239.11,-109.675,9.90269
1011111000,1156.5,1239.11,-109.675,-49.8863
10111110001,1197.81,1239.11,-109.675,-49.8863
101111100010,1197.81,1239.11,-109.675,-79.7808
1011111000100,1197.81,1218.46,-109.675,-79.7808
1011111000100x,1197.81,1218.46,-109.675,-79.7808
10111011000,1156.5,1197.81,-229.253,-169.464
101110110000,1156.5,1197.81,-229.253,-199.359
1011101100001,1177.15,1197.81,-229.253,-199.359
1011101100001x,1177.15,1197.81,-229.253,-199.359
01000011101,-1032.59,-991.288,249.059,308.848
010000111010,-1032.59,-991.288,249.059,278.953
0100001110100,-1032.59,-1011.94,249.059,278.953
0100001110100x,-1032.59,-1011.94,249.059,278.953
0110100111,-247.822,-165.215,308.848,368.637
01101001111,-206.518,-165.215,308.848,368.637
011010011110,-206.518,-165.215,308.848,338.742
0110100111100,-206.518,-185.866,308.848,338.742
0110100111100x,-206.518,-185.866,308.848,338.742
100010010,330.429,413.036,-707.566,-587.988
1000100101,330.429,413.036,-647.777,-587.988
10001001011,371.733,413.036,-647.777,-587.988
100010010110,371.733,413.036,-647.777,-617.882
1000100101101,392.385,413.036,-647.777,-617.882
1000100101101x,392.385,413.036,-647.777,-617.882
1110010001001,681.51,702.162,428.426,458.32
1110010001001x,681.51,702.162,428.426,458.32
1011010001,660.858,743.466,-49.8863,9.90269
10110100011,702.162,743.466,-49.8863,9.90269
101101000110,702.162,743.466,-49.8863,-19.9918
1011010001100,702.162,722.814,-49.8863,-19.9918
1011010001100x,702.162,722.814,-49.8863,-19.9918
